id;type_panne;machine;gravite;duree_heures;date;site
7610;DAfaillance capteur;Convoyeur;Critique;5.79;13022025;
7613;Surchauffe moteur;Convoyeur;Faible;5.33;27102024;
7615;Panne pneumatique;Convoyeur;AlevAe;29.7;22042024;
7616;Usure mAcanique;Convoyeur;Faible;21.98;9082024;Inc
7617;Panne Alectrique;Pompe;Moyenne;4.88;17012025;LLC
7619;DAfaut logiciel;Convoyeur;Critique;44.97;6032025;PLC
7620;DAfaillance capteur;Compresseur;Moyenne;47.25;8042025;
7623;Fuite hydraulique;Pompe;Faible;2.55;22072024;
7625;Panne Alectrique;Compresseur;AlevAe;13.69;5012025;
7626;DAfaut logiciel;Convoyeur;Moyenne;13.41;8022024;Inc
7627;Usure mAcanique;Compresseur;Critique;26.75;7122023;
7631;Panne Alectrique;Compresseur;Moyenne;25.8;16092023;
7636;DAfaut logiciel;Convoyeur;AlevAe;15.02;16112023;
7637;Panne pneumatique;Convoyeur;Moyenne;45.33;26042023;
7642;Panne Alectrique;Convoyeur;Moyenne;8.48;17062024;
7647;Panne pneumatique;Compresseur;AlevAe;24.79;29052024;
7649;Panne Alectrique;Convoyeur;AlevAe;27.64;14072024;
7657;Panne Alectrique;Convoyeur;Critique;30.85;17052024;
Organization;dog participant;Convoyeur;Moyenne;31.73;30112024;
7659;DAfaut logiciel;Pompe;Critique;32.2;21122023;
7664;ProblAme de;Pompe;Faible;19.16;29042024;
7669;Panne Alectrique;Convoyeur;AlevAe;4.28;24112023;
7674;Fuite hydraulique;Convoyeur;Critique;47.95;11082024;LLC
7675;Surchauffe moteur;Pompe;Faible;30.39;12022025;
7679;DAfaillance capteur;Pompe;Faible;3.59;12122023;
Design;wide develop;Convoyeur;Faible;33.3;22022025;
7684;DAfaut logiciel;Convoyeur;Faible;28.16;6022024;LLC
7687;Surchauffe moteur;Compresseur;Critique;13.9;15092024;
7688;Panne pneumatique;Compresseur;Faible;47.22;16102024;
7689;ProblAme de;Compresseur;AlevAe;29.45;22082024;
7690;DAfaut logiciel;Convoyeur;Moyenne;33.89;17052023;
7695;ProblAme de;Convoyeur;Faible;5.79;13092023;
7696;Usure mAcanique;Pompe;Moyenne;42.96;10112024;
7700;Panne Alectrique;Convoyeur;Moyenne;32.57;2032025;LLC
Over;lawyer open;Compresseur;Critique;32.67;14092024;
7704;Fuite hydraulique;Pompe;Critique;21.35;18012024;
7707;DAfaut logiciel;Compresseur;AlevAe;7.34;27042024;
7709;ProblAme de;Convoyeur;Moyenne;46.04;4072023;Ltd
7714;Fuite hydraulique;Convoyeur;AlevAe;40.32;18042024;Inc
7715;DAfaut logiciel;Pompe;Moyenne;18.02;12102024;
7721;Panne Alectrique;Pompe;AlevAe;42.06;30102024;Inc
7722;Usure mAcanique;Convoyeur;Moyenne;17.2;28052023;
7724;DAfaut logiciel;Convoyeur;Moyenne;36.31;31122024;
7728;Panne Alectrique;Pompe;AlevAe;40.91;31082023;
7729;Panne pneumatique;Convoyeur;AlevAe;19.4;17092023;
7730;Surchauffe moteur;Compresseur;Critique;32.98;24102023;Inc
7732;DAfaillance capteur;Convoyeur;AlevAe;7.58;10022024;
7735;DAfaillance capteur;Compresseur;Faible;16.07;2082024;
7740;Fuite hydraulique;Pompe;AlevAe;18.17;1042025;Inc
7741;Fuite hydraulique;Compresseur;Faible;25.5;27012024;
7742;Panne pneumatique;Pompe;AlevAe;30.55;23122024;
7744;Fuite hydraulique;Compresseur;Faible;46.22;30052023;
7746;Panne pneumatique;Compresseur;Moyenne;26.93;10102024;LLC
7752;Usure mAcanique;Pompe;Moyenne;40.41;19122024;
Receive;no rock;Convoyeur;AlevAe;46.14;27102024;
7755;Fuite hydraulique;Compresseur;Critique;28.59;14042025;
7758;Fuite hydraulique;Pompe;Critique;17.14;4122023;
7760;Fuite hydraulique;Pompe;Moyenne;7.42;3062023;
7763;Panne pneumatique;Compresseur;Critique;18.15;13042025;Inc
7764;Fuite hydraulique;Convoyeur;Critique;28.54;25122023;
7765;DAfaut logiciel;Pompe;Moyenne;35.34;27072024;
7766;Panne pneumatique;Convoyeur;Critique;47.25;22052023;
7767;Fuite hydraulique;Compresseur;Moyenne;22.38;11112023;
7775;ProblAme de;Convoyeur;Faible;6.46;28092024;Group
7779;Surchauffe moteur;Pompe;AlevAe;29.77;6102023;
7780;Panne pneumatique;Pompe;Faible;3.62;1082024;
7782;Panne Alectrique;Pompe;Moyenne;20.17;11122024;
7784;DAfaillance capteur;Pompe;Faible;41.84;12022024;
7789;DAfaut logiciel;Compresseur;Critique;26.02;1052023;Inc
7790;ProblAme de;Convoyeur;Critique;10.88;2052023;Group
7792;Usure mAcanique;Pompe;Faible;42.24;1122024;
7794;ProblAme de;Compresseur;Moyenne;2.52;22082023;
7796;ProblAme de;Compresseur;AlevAe;33.76;9112023;PLC
7797;ProblAme de;Pompe;Moyenne;6.75;5122023;
7799;DAfaillance capteur;Pompe;Faible;20.86;16072023;Inc
7800;DAfaillance capteur;Pompe;Faible;18.61;5082023;PLC
7801;Panne Alectrique;Compresseur;Faible;39.07;26082023;
7804;Surchauffe moteur;Compresseur;Moyenne;12.35;5062024;
7805;Surchauffe moteur;Compresseur;Critique;38.97;18022024;
7806;Panne pneumatique;Compresseur;AlevAe;42.75;11102024;
7809;Surchauffe moteur;Pompe;AlevAe;41.75;21102023;
7810;Surchauffe moteur;Compresseur;Moyenne;18.44;19022025;
7811;Usure mAcanique;Pompe;Critique;17.34;17052023;
7812;Surchauffe moteur;Compresseur;Faible;46.58;17102023;Group
Production;them class;Pompe;AlevAe;46.92;8122024;
Require;turn western;Compresseur;Faible;36.28;12062024;
7820;Panne Alectrique;Convoyeur;Faible;10.98;14042025;
7824;DAfaillance capteur;Compresseur;AlevAe;5.49;10092023;
7828;Surchauffe moteur;Pompe;Faible;45.53;23022025;
7831;Fuite hydraulique;Pompe;Moyenne;3.48;6012024;
7832;ProblAme de;Compresseur;Critique;8.2;25082024;Ltd
7836;DAfaillance capteur;Compresseur;Moyenne;36.09;16062024;
7839;ProblAme de;Compresseur;Moyenne;16.8;10012025;
7844;Surchauffe moteur;Pompe;Critique;17.69;20052024;
7846;Fuite hydraulique;Compresseur;AlevAe;14.59;3052023;
7847;Surchauffe moteur;Pompe;Moyenne;22.27;25032025;
7849;Usure mAcanique;Compresseur;Critique;1.37;31012024;
7851;DAfaillance capteur;Convoyeur;AlevAe;31.06;11092024;
7857;Usure mAcanique;Compresseur;Moyenne;9.31;31072023;
7858;DAfaut logiciel;Pompe;Faible;42.11;15062024;
7860;Panne pneumatique;Convoyeur;Faible;8.29;1042025;
7863;Fuite hydraulique;Pompe;Faible;34.26;20082024;
7864;DAfaut logiciel;Compresseur;AlevAe;22.9;2072023;
7871;Panne Alectrique;Compresseur;AlevAe;21.63;9062024;Group
7877;Fuite hydraulique;Compresseur;Critique;24.58;22122023;
7880;Surchauffe moteur;Convoyeur;AlevAe;33.62;15102023;
7881;ProblAme de;Compresseur;Critique;36.68;25022025;
7882;Panne Alectrique;Convoyeur;Faible;3.46;8052023;LLC
7883;ProblAme de;Compresseur;AlevAe;4.43;12012025;LLC
7884;Fuite hydraulique;Compresseur;Faible;2.13;10062024;
7885;ProblAme de;Compresseur;Critique;2.64;11012025;
7886;Surchauffe moteur;Pompe;Faible;39.79;16022025;Ltd
7887;DAfaillance capteur;Compresseur;Faible;20.01;16072024;
7891;ProblAme de;Pompe;Moyenne;43.98;23092024;Group
7896;DAfaut logiciel;Pompe;Faible;1.16;2052024;
Young;work child;Convoyeur;Moyenne;34.08;2042024;Group
7900;Fuite hydraulique;Convoyeur;AlevAe;17.21;15012024;LLC
7901;DAfaut logiciel;Convoyeur;Critique;11.63;5032025;Group rock job
7907;ProblAme de;Pompe;Moyenne;44.15;8102024;
7909;Usure mAcanique;Pompe;Critique;19.26;12062023;
7913;Panne Alectrique;Convoyeur;Faible;13.27;14032025;
7917;Fuite hydraulique;Compresseur;Critique;37.44;15032025;Ltd
7920;Fuite hydraulique;Compresseur;Moyenne;10.64;14122024;
Various;politics deep;Convoyeur;Moyenne;42.8;26022024;
7925;Usure mAcanique;Pompe;Moyenne;7.52;20052024;Ltd
7926;Panne Alectrique;Compresseur;AlevAe;36.23;23082023;
Rather;black low;Compresseur;Faible;6.15;6042024;Group
7931;Panne Alectrique;Pompe;Critique;13.21;4102023;
7932;Panne pneumatique;Pompe;Critique;38.17;3102024;
7933;DAfaut logiciel;Convoyeur;Critique;34.16;22022025;
7935;DAfaillance capteur;Convoyeur;Faible;37.99;11102023;
7936;ProblAme de;Convoyeur;Moyenne;19.03;24092024;LLC
7940;Panne pneumatique;Convoyeur;Moyenne;11.89;25042023;Ltd
7947;Panne Alectrique;Compresseur;Critique;15.45;4122024;
7951;Usure mAcanique;Pompe;AlevAe;9.38;5092024;
7958;Panne Alectrique;Convoyeur;Moyenne;33.38;22112023;Inc
7959;Fuite hydraulique;Compresseur;Faible;38.67;15062024;
7960;Fuite hydraulique;Convoyeur;AlevAe;43.63;2032024;
7962;Panne pneumatique;Pompe;Moyenne;35.82;22042023;
7963;DAfaut logiciel;Convoyeur;AlevAe;37.71;15042025;
7967;Usure mAcanique;Pompe;Moyenne;44.59;2092023;Group
7968;ProblAme de;Pompe;Moyenne;28.96;1082024;
7969;Fuite hydraulique;Pompe;Critique;39.7;26052024;
7970;DAfaut logiciel;Compresseur;Faible;47.69;1072024;
7971;Fuite hydraulique;Convoyeur;Moyenne;40.33;20102023;
Garden;then individual;Compresseur;Critique;43.83;10072024;
7981;DAfaut logiciel;Convoyeur;Moyenne;43.12;1092024;
7991;Fuite hydraulique;Convoyeur;AlevAe;32.51;28072024;
7995;Panne Alectrique;Compresseur;Faible;35.12;21102023;
Recent;medical least;Compresseur;Moyenne;10.0;3112024;
7998;Surchauffe moteur;Convoyeur;Critique;18.71;4092024;
7999;Surchauffe moteur;Convoyeur;Moyenne;2.18;10112024;
8000;Usure mAcanique;Convoyeur;Moyenne;6.08;25042024;
8004;Panne Alectrique;Pompe;AlevAe;1.32;10032024;
8009;Panne pneumatique;Compresseur;AlevAe;45.34;3112024;
8010;Usure mAcanique;Convoyeur;Faible;9.58;5082023;Ltd
8014;Panne pneumatique;Compresseur;Faible;39.68;26012025;Ltd
8017;ProblAme de;Compresseur;AlevAe;27.96;28092024;
8019;Usure mAcanique;Compresseur;Moyenne;40.28;2112023;
Fine;resource deal;Compresseur;AlevAe;10.22;3072023;
8024;DAfaillance capteur;Pompe;Critique;3.04;24102023;
8026;ProblAme de;Convoyeur;Critique;34.67;31082024;Inc
8029;ProblAme de;Convoyeur;Faible;19.26;20032025;LLC
8031;Usure mAcanique;Compresseur;Moyenne;12.15;27022025;
8034;Surchauffe moteur;Convoyeur;Faible;7.7;29112024;Group
8036;DAfaillance capteur;Compresseur;Faible;22.43;28122024;
8037;Panne Alectrique;Compresseur;Faible;34.58;14072024;
8041;Usure mAcanique;Convoyeur;Critique;17.21;30102024;
8051;Usure mAcanique;Pompe;Critique;20.89;29122023;
8052;Fuite hydraulique;Convoyeur;Faible;40.02;22012025;
8058;DAfaillance capteur;Convoyeur;Critique;47.72;29072023;Group result magazine
8059;Panne Alectrique;Convoyeur;Moyenne;23.94;6072024;
8063;Panne pneumatique;Pompe;AlevAe;39.98;3032025;
8065;DAfaillance capteur;Convoyeur;AlevAe;10.29;22052023;PLC
8067;DAfaillance capteur;Compresseur;AlevAe;28.8;3082023;
8069;Fuite hydraulique;Convoyeur;Moyenne;11.28;26122023;
8073;Surchauffe moteur;Compresseur;Moyenne;18.73;13102024;
8078;Panne Alectrique;Convoyeur;Moyenne;39.72;15102024;
8080;Surchauffe moteur;Compresseur;Faible;28.94;24122023;
8084;Usure mAcanique;Convoyeur;Moyenne;45.95;5122023;
8089;DAfaut logiciel;Convoyeur;AlevAe;41.21;17012024;
8090;Panne Alectrique;Compresseur;Faible;41.51;17082023;
8092;DAfaut logiciel;Pompe;Critique;1.03;15102023;
8096;Panne Alectrique;Compresseur;AlevAe;18.26;26102024;
8097;DAfaut logiciel;Convoyeur;Moyenne;8.88;15022024;
8098;Panne pneumatique;Compresseur;Moyenne;15.74;4032024;
8102;ProblAme de;Pompe;Critique;38.0;7062023;
8103;Usure mAcanique;Compresseur;Moyenne;36.88;9052023;Group
8106;Fuite hydraulique;Compresseur;Critique;46.83;16112024;
8110;DAfaillance capteur;Compresseur;Faible;43.67;10022024;
8112;DAfaillance capteur;Pompe;Faible;4.72;2112023;PLC
8113;Fuite hydraulique;Compresseur;AlevAe;20.8;5062024;Ltd
Prove;fact old;Compresseur;Faible;39.63;13072023;
8118;ProblAme de;Convoyeur;Faible;6.84;17062024;
8127;Fuite hydraulique;Pompe;Faible;25.13;22102023;Inc
8135;Usure mAcanique;Convoyeur;AlevAe;43.67;4122024;Ltd
8138;DAfaillance capteur;Convoyeur;Faible;31.66;30072024;
8141;Surchauffe moteur;Pompe;Faible;28.21;20062023;Ltd
8142;DAfaut logiciel;Compresseur;AlevAe;28.81;2052023;Ltd
8143;ProblAme de;Convoyeur;Moyenne;40.84;22112023;
8145;Surchauffe moteur;Compresseur;Faible;41.0;19092023;
8148;ProblAme de;Pompe;Critique;36.3;7062024;
8151;ProblAme de;Pompe;Critique;19.52;19032025;
Few;stuff majority;Convoyeur;Critique;25.18;21092024;PLC
8153;Usure mAcanique;Compresseur;Faible;7.87;27062023;
8155;ProblAme de;Compresseur;AlevAe;22.4;4062023;Ltd
8157;Surchauffe moteur;Convoyeur;Critique;30.86;14012024;
8160;ProblAme de;Convoyeur;Critique;24.02;13102024;
8162;ProblAme de;Convoyeur;Critique;41.06;10122023;
8167;ProblAme de;Convoyeur;Critique;2.83;23022025;
8168;DAfaut logiciel;Pompe;Moyenne;3.88;8092023;Group
8169;Surchauffe moteur;Pompe;Critique;30.77;5012024;
8171;Usure mAcanique;Convoyeur;Faible;30.13;28112023;
8172;Fuite hydraulique;Pompe;AlevAe;13.49;9092023;
8175;Panne pneumatique;Pompe;AlevAe;41.42;3082024;
8176;Panne Alectrique;Convoyeur;AlevAe;23.38;15102023;Ltd
8178;Surchauffe moteur;Pompe;Faible;43.8;7062023;Group
8179;Fuite hydraulique;Compresseur;Moyenne;18.42;23022024;PLC
8182;DAfaut logiciel;Compresseur;Critique;31.82;14122023;
8183;Surchauffe moteur;Compresseur;Faible;23.48;9102024;Ltd
8185;Surchauffe moteur;Convoyeur;AlevAe;0.61;15012025;
8186;Panne pneumatique;Compresseur;Faible;33.33;9102023;
8187;DAfaut logiciel;Pompe;Critique;11.04;28072023;
8189;Panne Alectrique;Pompe;Moyenne;42.19;3122024;
8191;Surchauffe moteur;Convoyeur;AlevAe;28.98;16042025;
8193;Panne pneumatique;Convoyeur;Moyenne;37.13;16032024;PLC
8201;Surchauffe moteur;Compresseur;Critique;13.63;23012024;
8202;DAfaillance capteur;Convoyeur;Moyenne;43.93;30122024;
8203;Panne Alectrique;Pompe;Faible;24.02;22032025;
8204;DAfaut logiciel;Pompe;AlevAe;12.1;23042024;
8205;Usure mAcanique;Convoyeur;Critique;41.78;14042025;
8206;ProblAme de;Convoyeur;AlevAe;4.86;11102024;LLC
8207;Panne pneumatique;Convoyeur;Faible;26.76;27052023;Ltd
8215;Panne Alectrique;Compresseur;AlevAe;35.92;17042024;
8216;Panne Alectrique;Compresseur;Faible;11.35;15062024;
8218;DAfaut logiciel;Convoyeur;AlevAe;28.46;21062023;
8221;Surchauffe moteur;Pompe;Faible;37.08;20102024;
8224;Panne pneumatique;Pompe;Faible;45.18;13062023;Ltd
8229;ProblAme de;Convoyeur;AlevAe;38.75;7012024;
8230;ProblAme de;Convoyeur;Moyenne;20.35;11072023;
8233;Panne pneumatique;Compresseur;Faible;41.24;20082023;
8236;Panne pneumatique;Compresseur;AlevAe;16.38;12082024;PLC
8240;DAfaut logiciel;Pompe;Moyenne;22.14;18122024;
8241;DAfaut logiciel;Pompe;AlevAe;17.34;16112024;
8244;Panne Alectrique;Pompe;Faible;1.82;13032024;
8245;Panne Alectrique;Convoyeur;AlevAe;8.6;24042023;
8246;ProblAme de;Pompe;Faible;40.69;26102023;
8248;Surchauffe moteur;Convoyeur;AlevAe;37.4;10102023;
8249;Surchauffe moteur;Compresseur;Faible;5.66;16032025;PLC
8250;Fuite hydraulique;Pompe;AlevAe;32.6;28022024;
8256;Panne Alectrique;Pompe;Moyenne;46.51;16042025;
8259;Fuite hydraulique;Convoyeur;Critique;23.56;15112024;
8263;Fuite hydraulique;Convoyeur;Faible;13.84;28082024;
8265;Panne Alectrique;Pompe;AlevAe;2.05;22102024;
8267;Panne pneumatique;Pompe;Faible;36.45;20092024;
8270;DAfaut logiciel;Pompe;AlevAe;33.59;6052023;
8273;Fuite hydraulique;Compresseur;Faible;10.51;10052023;Group
8274;Fuite hydraulique;Convoyeur;Moyenne;47.03;13032025;
8275;Panne Alectrique;Convoyeur;Moyenne;39.45;27122024;PLC
8279;Panne pneumatique;Pompe;Faible;15.06;22032024;
8280;Usure mAcanique;Pompe;Faible;30.31;9052023;Inc
8283;Surchauffe moteur;Convoyeur;Moyenne;9.85;29022024;
8284;Fuite hydraulique;Pompe;Critique;6.41;25062023;
8285;Panne pneumatique;Convoyeur;Critique;1.09;6102024;
8289;Panne Alectrique;Pompe;AlevAe;8.11;23072023;
8290;DAfaut logiciel;Compresseur;Moyenne;27.05;5012024;
8297;Panne Alectrique;Compresseur;Faible;19.75;8042025;
8301;Panne Alectrique;Convoyeur;Faible;39.37;15112023;Group
8304;Surchauffe moteur;Pompe;Faible;28.57;8062024;Inc
8308;Panne Alectrique;Compresseur;Critique;31.66;28102023;
8309;Usure mAcanique;Pompe;Moyenne;46.26;3092023;Ltd
8312;Panne pneumatique;Pompe;Faible;39.41;30122023;
8314;ProblAme de;Compresseur;Faible;24.97;16082024;
8316;DAfaut logiciel;Compresseur;Moyenne;7.1;31082024;
8319;DAfaut logiciel;Convoyeur;Moyenne;30.25;6122024;
8322;DAfaut logiciel;Pompe;Moyenne;11.82;14112024;
8326;Surchauffe moteur;Pompe;Moyenne;16.06;26052024;
8327;ProblAme de;Convoyeur;Moyenne;42.96;15032024;
8328;Panne pneumatique;Pompe;Faible;45.64;14082023;
8333;Panne Alectrique;Compresseur;AlevAe;20.52;22082023;
8337;Fuite hydraulique;Compresseur;Critique;32.31;5092024;
8339;Surchauffe moteur;Pompe;Moyenne;24.25;15102023;Group
8341;DAfaillance capteur;Compresseur;Critique;39.83;2022025;
8343;DAfaut logiciel;Compresseur;Moyenne;34.29;20072023;
8344;Fuite hydraulique;Pompe;AlevAe;24.34;18082023;
8347;Fuite hydraulique;Compresseur;Faible;8.57;3012025;Group
8348;Fuite hydraulique;Pompe;AlevAe;24.12;23022024;LLC
8350;Panne pneumatique;Compresseur;Moyenne;39.74;8122024;
8352;DAfaut logiciel;Compresseur;AlevAe;10.7;19122023;Ltd
8358;DAfaillance capteur;Pompe;Faible;10.92;23012024;
8359;ProblAme de;Compresseur;Faible;6.96;18072024;
8361;Panne pneumatique;Pompe;Moyenne;16.27;13112023;
8364;DAfaut logiciel;Convoyeur;AlevAe;47.91;24052024;
Name;direction show;Convoyeur;AlevAe;23.07;19012024;
8366;Surchauffe moteur;Compresseur;Moyenne;37.97;25072024;
8368;DAfaut logiciel;Compresseur;Moyenne;47.48;12022025;
8371;Panne Alectrique;Convoyeur;Moyenne;3.27;14012025;
8372;Surchauffe moteur;Convoyeur;Moyenne;18.77;16072024;
8373;Fuite hydraulique;Pompe;Critique;5.21;8112023;PLC
8374;Surchauffe moteur;Compresseur;Critique;30.35;8032025;
8375;Usure mAcanique;Pompe;Faible;2.19;28062023;Group
Yet;environmental stand;Convoyeur;Moyenne;18.24;16062023;
8379;DAfaillance capteur;Compresseur;Faible;46.58;30032025;
8384;Panne pneumatique;Compresseur;AlevAe;2.47;26082023;
8385;DAfaut logiciel;Compresseur;Critique;13.83;13042024;
8387;ProblAme de;Pompe;Faible;42.18;20052023;LLC
8390;DAfaut logiciel;Compresseur;Critique;27.28;14012024;
8396;Usure mAcanique;Convoyeur;Moyenne;26.04;20122024;
8404;ProblAme de;Compresseur;AlevAe;28.51;13012025;LLC
8405;Usure mAcanique;Pompe;Moyenne;27.11;26122023;PLC
8406;Fuite hydraulique;Compresseur;Moyenne;3.75;28062023;
8408;Panne Alectrique;Pompe;Moyenne;3.57;12112024;
8410;DAfaillance capteur;Convoyeur;Critique;45.78;28032025;
8413;Usure mAcanique;Convoyeur;Critique;4.84;27062024;Group
8416;Panne pneumatique;Pompe;Moyenne;38.71;3072024;
8419;Fuite hydraulique;Pompe;Faible;33.09;11082024;
8426;Fuite hydraulique;Convoyeur;AlevAe;36.24;24122024;
8428;ProblAme de;Convoyeur;Faible;40.56;16022024;
You;serious page;Compresseur;Faible;19.42;11052024;
8430;Panne pneumatique;Compresseur;Moyenne;19.39;14012025;
8431;DAfaut logiciel;Convoyeur;Moyenne;6.87;7102023;Ltd
8432;Fuite hydraulique;Convoyeur;Critique;7.99;22042024;
Realize;only movement;Pompe;Critique;26.78;5082023;LLC
8438;DAfaillance capteur;Convoyeur;Faible;32.33;7092024;
8441;ProblAme de;Convoyeur;Moyenne;16.14;14052023;
8443;Surchauffe moteur;Convoyeur;Faible;47.83;18082023;Inc
8447;Panne Alectrique;Compresseur;Faible;32.13;10032024;Ltd
8448;Surchauffe moteur;Compresseur;Faible;31.22;28022025;
Recent;professional need;Compresseur;Critique;32.85;26042023;
Give;his sister;Pompe;Faible;25.26;16082023;
8460;Usure mAcanique;Compresseur;AlevAe;9.12;9052023;
8461;Panne Alectrique;Pompe;AlevAe;21.66;29012025;
8468;DAfaillance capteur;Pompe;Moyenne;18.03;7042024;
8470;ProblAme de;Convoyeur;Faible;7.4;28052024;
8471;ProblAme de;Compresseur;Critique;46.6;18052023;Inc
8478;Panne pneumatique;Convoyeur;Critique;11.91;16092024;
To;someone third;Convoyeur;Faible;44.76;22012024;Group
8482;Panne Alectrique;Pompe;AlevAe;0.8;12062024;
Do;final south;Pompe;AlevAe;36.72;26012025;PLC
8488;Panne Alectrique;Convoyeur;Critique;21.75;2062023;
8489;Usure mAcanique;Pompe;Faible;43.5;11012025;
8495;DAfaillance capteur;Compresseur;AlevAe;1.82;6112024;
8498;DAfaut logiciel;Pompe;AlevAe;20.72;29112023;Inc
8499;Panne Alectrique;Convoyeur;AlevAe;20.55;26052024;Ltd
8501;Panne Alectrique;Pompe;Faible;35.17;21062024;
8502;Surchauffe moteur;Convoyeur;Moyenne;12.98;2062023;LLC
8505;DAfaut logiciel;Convoyeur;Moyenne;45.31;12082024;
8510;Surchauffe moteur;Compresseur;Faible;10.14;27082023;
8516;ProblAme de;Convoyeur;AlevAe;33.63;2092024;
Marriage;add detail;Convoyeur;Faible;33.96;2112024;
8521;Fuite hydraulique;Pompe;AlevAe;26.28;28042024;
8523;ProblAme de;Compresseur;Faible;27.03;25072024;
8532;Usure mAcanique;Convoyeur;Faible;21.16;3042024;LLC
8536;Fuite hydraulique;Pompe;Moyenne;29.06;27122024;
8538;Usure mAcanique;Pompe;Critique;35.11;26052024;
8548;DAfaut logiciel;Convoyeur;Faible;19.34;4092023;
8549;Fuite hydraulique;Pompe;Moyenne;13.15;1062024;
8552;Panne Alectrique;Pompe;Faible;19.9;25052024;
8556;DAfaillance capteur;Pompe;Critique;12.97;28082023;
8557;Panne pneumatique;Pompe;Critique;34.15;27012024;Group
8558;Surchauffe moteur;Compresseur;Critique;4.66;30102023;
8559;DAfaillance capteur;Convoyeur;Faible;37.17;20022024;
8560;ProblAme de;Pompe;Critique;1.46;22082023;
8563;DAfaillance capteur;Compresseur;AlevAe;39.31;20022024;Inc
8564;Surchauffe moteur;Compresseur;Critique;17.73;30032024;
8566;DAfaut logiciel;Convoyeur;Moyenne;13.2;14012024;
8569;Panne pneumatique;Pompe;Faible;7.99;13012025;
General;response phone;Pompe;Faible;47.53;17112023;
8575;Fuite hydraulique;Pompe;AlevAe;23.61;10112024;
8578;ProblAme de;Compresseur;Faible;15.89;17082023;
8579;DAfaillance capteur;Compresseur;Faible;29.11;18012024;Inc
8586;Panne pneumatique;Compresseur;AlevAe;40.02;15102023;
8587;Surchauffe moteur;Convoyeur;AlevAe;38.16;10052024;
8594;ProblAme de;Convoyeur;AlevAe;36.14;17092023;LLC
8596;DAfaut logiciel;Compresseur;AlevAe;30.27;2072024;Group
8597;ProblAme de;Convoyeur;Critique;41.21;9012025;
8598;Panne pneumatique;Convoyeur;Faible;24.09;18032024;
8600;Panne Alectrique;Pompe;Critique;1.11;25062023;PLC
Similar;meet discover;Convoyeur;Critique;24.07;17122024;
8603;DAfaillance capteur;Compresseur;AlevAe;33.74;29072023;
8604;Panne Alectrique;Pompe;Faible;14.45;9112023;
8605;Panne Alectrique;Compresseur;AlevAe;20.34;17092023;PLC
8606;DAfaillance capteur;Compresseur;Moyenne;5.78;1072023;
8608;Fuite hydraulique;Compresseur;Faible;2.82;29042024;LLC
8616;DAfaut logiciel;Convoyeur;AlevAe;46.29;18112024;
8619;Usure mAcanique;Compresseur;Moyenne;35.75;31082024;Inc
8620;DAfaillance capteur;Pompe;Critique;25.69;23042023;Inc
8621;Fuite hydraulique;Compresseur;AlevAe;40.3;12022025;
8623;DAfaillance capteur;Pompe;AlevAe;42.68;28022025;
8630;Usure mAcanique;Compresseur;Moyenne;34.0;8122024;Ltd
8631;Surchauffe moteur;Compresseur;Moyenne;5.84;18062023;
8632;Panne pneumatique;Convoyeur;Moyenne;31.07;28122023;Increase life road
8633;ProblAme de;Convoyeur;Moyenne;2.07;21032024;
8636;ProblAme de;Convoyeur;Faible;42.25;13032024;
8638;Fuite hydraulique;Convoyeur;Critique;35.71;7082023;
8640;Usure mAcanique;Compresseur;Faible;3.21;3022025;
8641;Fuite hydraulique;Convoyeur;Moyenne;13.13;28012025;
8643;Surchauffe moteur;Compresseur;AlevAe;12.43;23062024;PLC
8648;Panne pneumatique;Convoyeur;Moyenne;13.68;17032025;
8650;ProblAme de;Compresseur;Moyenne;33.74;12102023;
8652;DAfaillance capteur;Pompe;Faible;34.69;7012025;
8658;Panne pneumatique;Convoyeur;Moyenne;19.95;10072024;Group
8666;DAfaut logiciel;Compresseur;AlevAe;19.49;11052024;
8671;Fuite hydraulique;Pompe;Critique;44.15;27082023;
8672;Panne pneumatique;Pompe;Faible;18.28;2052023;
8673;Usure mAcanique;Convoyeur;AlevAe;7.9;6042025;
Nearly;show central;Pompe;AlevAe;21.47;16112023;Inc
8676;Surchauffe moteur;Pompe;Faible;15.56;1112024;
8682;Fuite hydraulique;Pompe;Critique;27.0;2042025;
8686;DAfaillance capteur;Convoyeur;AlevAe;9.24;3092023;Inc
8687;DAfaut logiciel;Compresseur;Faible;39.54;16122023;LLC
8688;Surchauffe moteur;Convoyeur;Moyenne;40.81;5102024;PLC
8691;DAfaut logiciel;Convoyeur;Faible;30.44;23052023;
8695;Fuite hydraulique;Convoyeur;Faible;31.26;9082024;
8696;DAfaillance capteur;Convoyeur;AlevAe;19.37;27102023;
8699;Panne Alectrique;Pompe;Critique;21.46;17042025;
8700;Panne pneumatique;Compresseur;Faible;16.61;4032025;LLC
Player;usually what;Pompe;AlevAe;45.21;16052024;
Lot;edge nor;Convoyeur;Moyenne;16.57;27042023;
8712;Usure mAcanique;Pompe;Faible;13.73;15042024;
8713;Usure mAcanique;Convoyeur;Faible;34.36;29072024;
8714;Usure mAcanique;Convoyeur;AlevAe;12.26;3042024;
8715;Usure mAcanique;Pompe;Faible;12.18;15072024;
8717;DAfaut logiciel;Pompe;Moyenne;18.98;9112023;
8718;Fuite hydraulique;Compresseur;Critique;6.51;2112023;
8720;ProblAme de;Pompe;AlevAe;40.05;5042024;
